,Venue,Latitude,Longitude,Group,Category
310,Platform 2,51.534125,-0.204954,Transport,Trains_Platforms
311,Platform 1,51.51161978241814,-0.2241353264234819,Transport,Trains_Platforms
313,Platform 2,51.54506,-0.20268917,Transport,Trains_Platforms
314,Platform 1,51.505528,-0.226655,Transport,Trains_Platforms
315,Platform 3,51.511743,-0.224133,Transport,Trains_Platforms
316,Platform 3,51.53228860428619,-0.2444755046348023,Transport,Trains_Platforms
317,Platform 4,51.534027,-0.205327,Transport,Trains_Platforms
318,Platform 2,51.50537651347687,-0.2175661672307551,Transport,Trains_Platforms
319,Platform 1 (W'bound Central),51.504654,-0.21755,Transport,Trains_Platforms
320,Platform 1,51.510115,-0.223383,Transport,Trains_Platforms
321,Platform 2,51.534603,-0.219917,Transport,Trains_Platforms
322,Platform 1,51.5404687821865,-0.210356935858727,Transport,Trains_Platforms
323,Platform 1,51.54494,-0.20276058,Transport,Trains_Platforms
326,Platform 2,51.512161,-0.224089,Transport,Trains_Platforms
327,Platform 2,51.53214643102203,-0.24348684116250777,Transport,Trains_Platforms
328,Platform 2,51.506004,-0.2262393,Transport,Trains_Platforms
329,Platform 2 (E'bound Central),51.504616,-0.21875662,Transport,Trains_Platforms
330,Platform 2,51.51724,-0.21094836,Transport,Trains_Platforms
331,Platform 4,51.511631606483235,-0.22414708500317115,Transport,Trains_Platforms
332,Platform 1,51.563549484839044,-0.2796243609706222,Transport,Trains_Platforms
333,Platform 4 (S'bound Jubilee),51.56357703643794,-0.2796322636887103,Transport,Trains_Platforms
334,Platform 5 (S'bound Metropolitan),51.563553,-0.27931082,Transport,Trains_Platforms
335,Platform 6 (Platform 6 (S'bound Metropolitan)),51.564083,-0.280748,Transport,Trains_Platforms
337,Platform 2 (N'bound Metropolitan),51.5636852269346,-0.2804367281674096,Transport,Trains_Platforms
344,Platform 3 (Platform 3 (N'bound Jubilee)),51.563425667795045,-0.27987241744995117,Transport,Trains_Platforms
346,Platform 2,51.58013195958429,-0.23879315552655178,Transport,Trains_Platforms
347,Platform 2,51.61316668237864,-0.24929523468017578,Transport,Trains_Platforms
348,Platform 1,51.61267015816818,-0.2487123211549345,Transport,Trains_Platforms
349,Platform 3,51.600986,-0.192645,Transport,Trains_Platforms
350,Platform 3,51.613245,-0.2494,Transport,Trains_Platforms
356,Platform 1,51.319149209620086,-0.15379783534496352,Transport,Trains_Platforms
357,Platform 1,51.32203016092245,-0.1349043846130371,Transport,Trains_Platforms
358,Platform 2,51.31931988434075,-0.15381413105972214,Transport,Trains_Platforms
359,Platform 1,51.31545198762758,-0.13807076212123548,Transport,Trains_Platforms
360,Platform 2,51.315574146266826,-0.13818668083209962,Transport,Trains_Platforms
361,Platform 1,51.34421515564304,-0.19822424720019519,Transport,Trains_Platforms
362,Platform 1,51.30934272439676,-0.16942977905273438,Transport,Trains_Platforms
363,Platform 2,51.30933052149276,-0.16927108097751786,Transport,Trains_Platforms
364,Platform 1,51.359829946799636,-0.19092051914244945,Transport,Trains_Platforms
365,Platform 2,51.359694956400666,-0.19079258389174644,Transport,Trains_Platforms
366,Platform 3,51.359581871770374,-0.1908767857969288,Transport,Trains_Platforms
367,Platform 2,51.349344828293894,-0.19514148099017656,Transport,Trains_Platforms
368,Platform 4,51.359673951229425,-0.19097174499582265,Transport,Trains_Platforms
369,Platform 2,51.357211,-0.169926,Transport,Trains_Platforms
370,Platform 2,51.368654,-0.166289,Transport,Trains_Platforms
371,Platform 1,51.3685727748378,-0.16625535171221167,Transport,Trains_Platforms
372,Platform 2,51.366086,-0.204523,Transport,Trains_Platforms
373,Platform 2,51.355639818399275,-0.21387777713242867,Transport,Trains_Platforms
374,Platform 1,51.366144,-0.204496,Transport,Trains_Platforms
375,Platform 1,51.357262,-0.169924,Transport,Trains_Platforms
377,Platform 1,51.39291,-0.15768406,Transport,Trains_Platforms
378,Platform 4,51.402526,-0.194852,Transport,Trains_Platforms
379,Platform 2,51.402513,-0.194671,Transport,Trains_Platforms
380,Platform 5,51.402657,-0.194924,Transport,Trains_Platforms
